2022-06-05 23:01:28,105 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxLeft', movement_id=None, no_fk=True, problem='CantiBoxLeft_process.json', problem_subdir='results')
2022-06-05 23:01:30,585 | itj_planning | INFO | # 520  A110_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,585 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,585 | itj_planning | INFO | # 524  A110_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,586 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,586 | itj_planning | INFO | # 525  A110_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,586 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,586 | itj_planning | INFO | # 527  A111_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,586 | itj_planning | INFO |                    222 TrajPts.
2022-06-05 23:01:30,586 | itj_planning | INFO | # 529  A111_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,586 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,587 | itj_planning | INFO | # 530  A111_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,587 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,587 | itj_planning | INFO | # 533  A111_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,587 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,587 | itj_planning | INFO | # 535  A112_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-05 23:01:30,587 | itj_planning | INFO |                    149 TrajPts.
2022-06-05 23:01:30,587 | itj_planning | INFO | # 537  A112_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-05 23:01:30,587 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,588 | itj_planning | INFO | # 541  A112_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,588 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,588 | itj_planning | INFO | # 542  A112_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,588 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,589 | itj_planning | INFO | # 545  A113_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c2'), to place tool in storage.
2022-06-05 23:01:30,589 | itj_planning | INFO |                    149 TrajPts.
2022-06-05 23:01:30,589 | itj_planning | INFO | # 546  A113_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,589 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,590 | itj_planning | INFO | # 547  A113_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,590 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,590 | itj_planning | INFO | # 550  A113_M6  L  Linear Retract after placing CL3 ('c2') in storage
2022-06-05 23:01:30,591 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,591 | itj_planning | INFO | # 551  A114_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-05 23:01:30,591 | itj_planning | INFO |                    141 TrajPts.
2022-06-05 23:01:30,591 | itj_planning | INFO | # 553  A114_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-05 23:01:30,591 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,592 | itj_planning | INFO | # 557  A114_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,592 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,592 | itj_planning | INFO | # 558  A114_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,592 | itj_planning | INFO |                    11  TrajPts.
2022-06-05 23:01:30,592 | itj_planning | INFO | # 560  A115_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-06-05 23:01:30,593 | itj_planning | INFO |                    67  TrajPts.
2022-06-05 23:01:30,593 | itj_planning | INFO | # 562  A115_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,593 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,593 | itj_planning | INFO | # 563  A115_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,593 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,593 | itj_planning | INFO | # 566  A115_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-06-05 23:01:30,593 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,594 | itj_planning | INFO | # 568  A116_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,594 | itj_planning | INFO |                    160 TrajPts.
2022-06-05 23:01:30,594 | itj_planning | INFO | # 569  A116_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,594 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,594 | itj_planning | INFO | # 571  A116_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,594 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,594 | itj_planning | INFO | # 572  A117_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b8')
2022-06-05 23:01:30,595 | itj_planning | INFO |                    125 TrajPts.
2022-06-05 23:01:30,595 | itj_planning | INFO | # 574  A117_M2  L  Linear Advance to Storage Frame of Beam ('b8')
2022-06-05 23:01:30,595 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,595 | itj_planning | INFO | # 577  A117_M5  L  Linear Retract after picking up Beam ('b8')
2022-06-05 23:01:30,595 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,595 | itj_planning | INFO | # 578  A118_M0  F  Free Move to bring Beam ('b8') to approach clamps on structure.
2022-06-05 23:01:30,595 | itj_planning | INFO |                    124 TrajPts.
2022-06-05 23:01:30,595 | itj_planning | INFO | # 579  A118_M1  L  Linear Advance to bring Beam ('b8') into clamp jaws
2022-06-05 23:01:30,595 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,596 | itj_planning | INFO | # 581  A118_M3  L  Robot and Clamps (['c1', 'c3']) syncronously move to clamp Beam ('b8')
2022-06-05 23:01:30,596 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,596 | itj_planning | INFO | # 584  A119_M2  L  Linear retract of Gripper from Beam ('b8')
2022-06-05 23:01:30,596 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,596 | itj_planning | INFO | # 587  A121_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,596 | itj_planning | INFO |                    183 TrajPts.
2022-06-05 23:01:30,596 | itj_planning | INFO | # 588  A121_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,596 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,597 | itj_planning | INFO | # 590  A121_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,597 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,597 | itj_planning | INFO | # 591  A122_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,597 | itj_planning | INFO |                    80  TrajPts.
2022-06-05 23:01:30,597 | itj_planning | INFO | # 593  A122_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,597 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,597 | itj_planning | INFO | # 597  A122_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,597 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,598 | itj_planning | INFO | # 598  A122_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,598 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,598 | itj_planning | INFO | # 600  A123_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,598 | itj_planning | INFO |                    60  TrajPts.
2022-06-05 23:01:30,598 | itj_planning | INFO | # 602  A123_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,598 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,598 | itj_planning | INFO | # 603  A123_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,598 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,599 | itj_planning | INFO | # 606  A123_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,599 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,599 | itj_planning | INFO | # 608  A124_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-05 23:01:30,599 | itj_planning | INFO |                    183 TrajPts.
2022-06-05 23:01:30,599 | itj_planning | INFO | # 610  A124_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-05 23:01:30,599 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,599 | itj_planning | INFO | # 614  A124_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,599 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,599 | itj_planning | INFO | # 615  A124_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,600 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,600 | itj_planning | INFO | # 617  A125_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-06-05 23:01:30,600 | itj_planning | INFO |                    63  TrajPts.
2022-06-05 23:01:30,600 | itj_planning | INFO | # 619  A125_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,600 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,600 | itj_planning | INFO | # 620  A125_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,600 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,600 | itj_planning | INFO | # 623  A125_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-05 23:01:30,601 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,601 | itj_planning | INFO | # 625  A126_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,601 | itj_planning | INFO |                    125 TrajPts.
2022-06-05 23:01:30,601 | itj_planning | INFO | # 626  A126_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,601 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,601 | itj_planning | INFO | # 628  A126_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,601 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,601 | itj_planning | INFO | # 629  A127_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b10')
2022-06-05 23:01:30,602 | itj_planning | INFO |                    120 TrajPts.
2022-06-05 23:01:30,602 | itj_planning | INFO | # 631  A127_M2  L  Linear Advance to Storage Frame of Beam ('b10')
2022-06-05 23:01:30,602 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,602 | itj_planning | INFO | # 634  A127_M5  L  Linear Retract after picking up Beam ('b10')
2022-06-05 23:01:30,602 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,602 | itj_planning | INFO | # 635  A128_M0  F  Free Move to bring Beam ('b10') to approach clamps on structure.
2022-06-05 23:01:30,602 | itj_planning | INFO |                    161 TrajPts.
2022-06-05 23:01:30,602 | itj_planning | INFO | # 636  A128_M1  L  Linear Advance to bring Beam ('b10') into clamp jaws
2022-06-05 23:01:30,602 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,603 | itj_planning | INFO | # 638  A128_M3  L  Robot and Clamps (['c4', 'c1']) syncronously move to clamp Beam ('b10')
2022-06-05 23:01:30,603 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,603 | itj_planning | INFO | # 641  A129_M2  L  Linear retract of Gripper from Beam ('b10')
2022-06-05 23:01:30,603 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,604 | itj_planning | INFO | # 644  A131_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,604 | itj_planning | INFO |                    71  TrajPts.
2022-06-05 23:01:30,604 | itj_planning | INFO | # 645  A131_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,605 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,605 | itj_planning | INFO | # 647  A131_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,605 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,605 | itj_planning | INFO | # 648  A132_M0  F  Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool.
2022-06-05 23:01:30,605 | itj_planning | INFO |                    18  TrajPts.
2022-06-05 23:01:30,605 | itj_planning | INFO | # 649  A132_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to get tool.
2022-06-05 23:01:30,606 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,606 | itj_planning | INFO | # 651  A132_M3  L  Linear Retract after getting PG1000 ('g2') from storage.
2022-06-05 23:01:30,606 | itj_planning | INFO |                    26  TrajPts.
2022-06-05 23:01:30,606 | itj_planning | INFO | # 652  A133_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b11')
2022-06-05 23:01:30,606 | itj_planning | INFO |                    100 TrajPts.
2022-06-05 23:01:30,606 | itj_planning | INFO | # 654  A133_M2  L  Linear Advance to Storage Frame of Beam ('b11')
2022-06-05 23:01:30,606 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,607 | itj_planning | INFO | # 657  A133_M5  L  Linear Retract after picking up Beam ('b11')
2022-06-05 23:01:30,607 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,607 | itj_planning | INFO | # 658  A134_M0  L  Linear Move to lift up Beam ('b11')
2022-06-05 23:01:30,607 | itj_planning | INFO |                    2   TrajPts.
2022-06-05 23:01:30,607 | itj_planning | INFO | # 659  A134_M1  L  Linear Move to intermediate position before reorienting Beam ('b11')
2022-06-05 23:01:30,607 | itj_planning | INFO |                    70  TrajPts.
2022-06-05 23:01:30,608 | itj_planning | INFO | # 660  A134_M2  L  Final Move to reorient Beam ('b11')
2022-06-05 23:01:30,608 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,608 | itj_planning | INFO | # 664  A138_M0  F  Free Move to bring Beam ('b11') to assemble_approach position on structure.
2022-06-05 23:01:30,608 | itj_planning | INFO |                    147 TrajPts.
2022-06-05 23:01:30,608 | itj_planning | INFO | # 665  A138_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-06-05 23:01:30,608 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,609 | itj_planning | INFO | # 666  A138_M2  L  Robot and Screwdrivers (['s1', 's3', 's2']) syncronously move to screw Beam ('b11')
2022-06-05 23:01:30,609 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,609 | itj_planning | INFO | # 670  A139_M2  L  Linear retract of Gripper from Beam ('b11')
2022-06-05 23:01:30,609 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,609 | itj_planning | INFO | # 672  A140_M1  F  Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage.
2022-06-05 23:01:30,609 | itj_planning | INFO |                    120 TrajPts.
2022-06-05 23:01:30,609 | itj_planning | INFO | # 673  A140_M2  L  Linear Advance to Storage Frame of PG1000 ('g2'), to place tool in storage.
2022-06-05 23:01:30,610 | itj_planning | INFO |                    26  TrajPts.
2022-06-05 23:01:30,610 | itj_planning | INFO | # 675  A140_M4  L  Linear Retract from storage after placing PG1000 ('g2') in storage
2022-06-05 23:01:30,610 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,610 | itj_planning | INFO | # 676  A141_M0  F  Free Move to reach SL1 ('s2') on Beam ('b11') 
2022-06-05 23:01:30,610 | itj_planning | INFO |                    81  TrajPts.
2022-06-05 23:01:30,610 | itj_planning | INFO | # 678  A141_M2  L  Linear Advance to dock toolchanger of SL1 ('s2').
2022-06-05 23:01:30,610 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,611 | itj_planning | INFO | # 682  A142_M2  L  Robot and Screwdriver (s2) syncronously move to retract from Joint ('b9-b11')
2022-06-05 23:01:30,611 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,611 | itj_planning | INFO | # 683  A142_M3  L  Linear retract after picking up Screwdriver ('s2')
2022-06-05 23:01:30,611 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,611 | itj_planning | INFO | # 686  A143_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s2'), to place tool in storage.
2022-06-05 23:01:30,611 | itj_planning | INFO |                    98  TrajPts.
2022-06-05 23:01:30,611 | itj_planning | INFO | # 687  A143_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s2'). (Faster)
2022-06-05 23:01:30,612 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,612 | itj_planning | INFO | # 688  A143_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s2').
2022-06-05 23:01:30,612 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,612 | itj_planning | INFO | # 690  A143_M5  L  Linear Retract after placing SL1 ('s2') in storage
2022-06-05 23:01:30,612 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,612 | itj_planning | INFO | # 691  A144_M0  F  Free Move to reach SL1 ('s3') on Beam ('b11') 
2022-06-05 23:01:30,612 | itj_planning | INFO |                    59  TrajPts.
2022-06-05 23:01:30,612 | itj_planning | INFO | # 693  A144_M2  L  Linear Advance to dock toolchanger of SL1 ('s3').
2022-06-05 23:01:30,612 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,613 | itj_planning | INFO | # 697  A145_M2  L  Robot and Screwdriver (s3) syncronously move to retract from Joint ('b4-b11')
2022-06-05 23:01:30,613 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,613 | itj_planning | INFO | # 698  A145_M3  L  Linear retract after picking up Screwdriver ('s3')
2022-06-05 23:01:30,613 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,613 | itj_planning | INFO | # 701  A146_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s3'), to place tool in storage.
2022-06-05 23:01:30,613 | itj_planning | INFO |                    62  TrajPts.
2022-06-05 23:01:30,613 | itj_planning | INFO | # 702  A146_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s3'). (Faster)
2022-06-05 23:01:30,613 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,614 | itj_planning | INFO | # 703  A146_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s3').
2022-06-05 23:01:30,614 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,614 | itj_planning | INFO | # 705  A146_M5  L  Linear Retract after placing SL1 ('s3') in storage
2022-06-05 23:01:30,614 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,614 | itj_planning | INFO | # 706  A147_M0  F  Free Move to reach SL1 ('s1') on Beam ('b11') 
2022-06-05 23:01:30,614 | itj_planning | INFO |                    39  TrajPts.
2022-06-05 23:01:30,614 | itj_planning | INFO | # 708  A147_M2  L  Linear Advance to dock toolchanger of SL1 ('s1').
2022-06-05 23:01:30,614 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,614 | itj_planning | INFO | # 712  A148_M2  L  Robot and Screwdriver (s1) syncronously move to retract from Joint ('b10-b11')
2022-06-05 23:01:30,615 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,615 | itj_planning | INFO | # 713  A148_M3  L  Linear retract after picking up Screwdriver ('s1')
2022-06-05 23:01:30,615 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,615 | itj_planning | INFO | # 716  A149_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s1'), to place tool in storage.
2022-06-05 23:01:30,615 | itj_planning | INFO |                    41  TrajPts.
2022-06-05 23:01:30,615 | itj_planning | INFO | # 717  A149_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s1'). (Faster)
2022-06-05 23:01:30,615 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,615 | itj_planning | INFO | # 718  A149_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s1').
2022-06-05 23:01:30,616 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,616 | itj_planning | INFO | # 720  A149_M5  L  Linear Retract after placing SL1 ('s1') in storage
2022-06-05 23:01:30,616 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,616 | itj_planning | INFO | # 721  A150_M0  F  Free Move for Toolchanger to approach CL3 ('c2'), to get clamp from storage.
2022-06-05 23:01:30,616 | itj_planning | INFO |                    22  TrajPts.
2022-06-05 23:01:30,616 | itj_planning | INFO | # 722  A150_M1  L  Toolchanger Advance to dock with CL3 ('c2').
2022-06-05 23:01:30,616 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,616 | itj_planning | INFO | # 726  A150_M5  L  Linear Retract 1 from Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,617 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,617 | itj_planning | INFO | # 727  A150_M6  L  Linear Retract 2 from Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,617 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,617 | itj_planning | INFO | # 729  A152_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-06-05 23:01:30,617 | itj_planning | INFO |                    180 TrajPts.
2022-06-05 23:01:30,617 | itj_planning | INFO | # 731  A152_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,617 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,617 | itj_planning | INFO | # 732  A152_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,618 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,618 | itj_planning | INFO | # 735  A152_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-06-05 23:01:30,618 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,618 | itj_planning | INFO | # 737  A153_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,618 | itj_planning | INFO |                    273 TrajPts.
2022-06-05 23:01:30,618 | itj_planning | INFO | # 739  A153_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,618 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,618 | itj_planning | INFO | # 743  A153_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,618 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,619 | itj_planning | INFO | # 744  A153_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,619 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,619 | itj_planning | INFO | # 746  A154_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,620 | itj_planning | INFO |                    123 TrajPts.
2022-06-05 23:01:30,620 | itj_planning | INFO | # 748  A154_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,620 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,621 | itj_planning | INFO | # 749  A154_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,621 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,621 | itj_planning | INFO | # 752  A154_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,621 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,621 | itj_planning | INFO | # 754  A155_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,622 | itj_planning | INFO |                    148 TrajPts.
2022-06-05 23:01:30,622 | itj_planning | INFO | # 755  A155_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,622 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,622 | itj_planning | INFO | # 757  A155_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,622 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,622 | itj_planning | INFO | # 758  A156_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b14')
2022-06-05 23:01:30,622 | itj_planning | INFO |                    116 TrajPts.
2022-06-05 23:01:30,623 | itj_planning | INFO | # 760  A156_M2  L  Linear Advance to Storage Frame of Beam ('b14')
2022-06-05 23:01:30,623 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,623 | itj_planning | INFO | # 763  A156_M5  L  Linear Retract after picking up Beam ('b14')
2022-06-05 23:01:30,623 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,623 | itj_planning | INFO | # 764  A157_M0  F  Free Move to bring Beam ('b14') to approach clamps on structure.
2022-06-05 23:01:30,623 | itj_planning | INFO |                    283 TrajPts.
2022-06-05 23:01:30,623 | itj_planning | INFO | # 765  A157_M1  L  Linear Advance to bring Beam ('b14') into clamp jaws
2022-06-05 23:01:30,623 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,624 | itj_planning | INFO | # 767  A157_M3  L  Robot and Clamps (['c2', 'c1']) syncronously move to clamp Beam ('b14')
2022-06-05 23:01:30,624 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,624 | itj_planning | INFO | # 770  A158_M2  L  Linear retract of Gripper from Beam ('b14')
2022-06-05 23:01:30,624 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,624 | itj_planning | INFO | # 773  A160_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,624 | itj_planning | INFO |                    143 TrajPts.
2022-06-05 23:01:30,624 | itj_planning | INFO | # 774  A160_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,624 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,625 | itj_planning | INFO | # 776  A160_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,625 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,625 | itj_planning | INFO | # 777  A161_M0  F  Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool.
