2022-05-27 17:14:24,978 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxRight', movement_id=None, no_fk=True, problem='CantiBoxRight_process.json', problem_subdir='results')
2022-05-27 17:14:27,508 | itj_planning | INFO | # 507  A110_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-05-27 17:14:27,508 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,508 | itj_planning | INFO | # 511  A110_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-05-27 17:14:27,508 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,508 | itj_planning | INFO | # 512  A110_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-05-27 17:14:27,509 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,509 | itj_planning | INFO | # 514  A111_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-05-27 17:14:27,509 | itj_planning | INFO |                    105 TrajPts.
2022-05-27 17:14:27,509 | itj_planning | INFO | # 516  A111_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-05-27 17:14:27,510 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,510 | itj_planning | INFO | # 517  A111_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-05-27 17:14:27,510 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,510 | itj_planning | INFO | # 520  A111_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-05-27 17:14:27,510 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,511 | itj_planning | INFO | # 522  A112_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,511 | itj_planning | INFO |                    67  TrajPts.
2022-05-27 17:14:27,511 | itj_planning | INFO | # 523  A112_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,511 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,511 | itj_planning | INFO | # 525  A112_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-05-27 17:14:27,512 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,512 | itj_planning | INFO | # 526  A113_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b9')
2022-05-27 17:14:27,512 | itj_planning | INFO |                    122 TrajPts.
2022-05-27 17:14:27,512 | itj_planning | INFO | # 528  A113_M2  L  Linear Advance to Storage Frame of Beam ('b9')
2022-05-27 17:14:27,512 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,513 | itj_planning | INFO | # 531  A113_M5  L  Linear Retract after picking up Beam ('b9')
2022-05-27 17:14:27,513 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,513 | itj_planning | INFO | # 532  A114_M0  F  Free Move to bring Beam ('b9') to approach clamps on structure.
2022-05-27 17:14:27,513 | itj_planning | INFO |                    184 TrajPts.
2022-05-27 17:14:27,513 | itj_planning | INFO | # 533  A114_M1  L  Linear Advance to bring Beam ('b9') into clamp jaws
2022-05-27 17:14:27,514 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,514 | itj_planning | INFO | # 535  A114_M3  L  Robot and Clamps (['c2', 'c3']) syncronously move to clamp Beam ('b9')
2022-05-27 17:14:27,514 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,514 | itj_planning | INFO | # 538  A115_M2  L  Linear retract of Gripper from Beam ('b9')
2022-05-27 17:14:27,514 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,515 | itj_planning | INFO | # 540  A117_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,515 | itj_planning | INFO |                    203 TrajPts.
2022-05-27 17:14:27,515 | itj_planning | INFO | # 541  A117_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,515 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,515 | itj_planning | INFO | # 543  A117_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,515 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,515 | itj_planning | INFO | # 544  A118_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-05-27 17:14:27,516 | itj_planning | INFO |                    55  TrajPts.
2022-05-27 17:14:27,516 | itj_planning | INFO | # 546  A118_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-05-27 17:14:27,516 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,516 | itj_planning | INFO | # 550  A118_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-05-27 17:14:27,516 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,516 | itj_planning | INFO | # 551  A118_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-05-27 17:14:27,517 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,517 | itj_planning | INFO | # 553  A119_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-05-27 17:14:27,517 | itj_planning | INFO |                    63  TrajPts.
2022-05-27 17:14:27,517 | itj_planning | INFO | # 555  A119_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-05-27 17:14:27,517 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,517 | itj_planning | INFO | # 556  A119_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-05-27 17:14:27,517 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,517 | itj_planning | INFO | # 559  A119_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-05-27 17:14:27,518 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,518 | itj_planning | INFO | # 561  A120_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-05-27 17:14:27,518 | itj_planning | INFO |                    80  TrajPts.
2022-05-27 17:14:27,518 | itj_planning | INFO | # 563  A120_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-05-27 17:14:27,518 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,518 | itj_planning | INFO | # 567  A120_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,519 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,519 | itj_planning | INFO | # 568  A120_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,519 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,519 | itj_planning | INFO | # 570  A121_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-05-27 17:14:27,519 | itj_planning | INFO |                    103 TrajPts.
2022-05-27 17:14:27,519 | itj_planning | INFO | # 572  A121_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,519 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,519 | itj_planning | INFO | # 573  A121_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,520 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,520 | itj_planning | INFO | # 576  A121_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-05-27 17:14:27,520 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,520 | itj_planning | INFO | # 578  A122_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,520 | itj_planning | INFO |                    169 TrajPts.
2022-05-27 17:14:27,520 | itj_planning | INFO | # 579  A122_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-05-27 17:14:27,520 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,521 | itj_planning | INFO | # 581  A122_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-05-27 17:14:27,521 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,521 | itj_planning | INFO | # 582  A123_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b10')
2022-05-27 17:14:27,521 | itj_planning | INFO |                    119 TrajPts.
2022-05-27 17:14:27,521 | itj_planning | INFO | # 584  A123_M2  L  Linear Advance to Storage Frame of Beam ('b10')
2022-05-27 17:14:27,521 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,521 | itj_planning | INFO | # 587  A123_M5  L  Linear Retract after picking up Beam ('b10')
2022-05-27 17:14:27,522 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,522 | itj_planning | INFO | # 588  A124_M0  F  Free Move to bring Beam ('b10') to approach clamps on structure.
2022-05-27 17:14:27,522 | itj_planning | INFO |                    93  TrajPts.
2022-05-27 17:14:27,522 | itj_planning | INFO | # 589  A124_M1  L  Linear Advance to bring Beam ('b10') into clamp jaws
2022-05-27 17:14:27,522 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,522 | itj_planning | INFO | # 591  A124_M3  L  Robot and Clamps (['c4', 'c2']) syncronously move to clamp Beam ('b10')
2022-05-27 17:14:27,522 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,523 | itj_planning | INFO | # 594  A125_M2  L  Linear retract of Gripper from Beam ('b10')
2022-05-27 17:14:27,523 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,523 | itj_planning | INFO | # 596  A127_M0  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,523 | itj_planning | INFO |                    75  TrajPts.
2022-05-27 17:14:27,523 | itj_planning | INFO | # 597  A127_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-05-27 17:14:27,523 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,523 | itj_planning | INFO | # 599  A127_M3  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-05-27 17:14:27,524 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,524 | itj_planning | INFO | # 600  A128_M0  F  Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,524 | itj_planning | INFO |                    16  TrajPts.
2022-05-27 17:14:27,524 | itj_planning | INFO | # 601  A128_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,524 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,524 | itj_planning | INFO | # 603  A128_M3  L  Linear Retract after getting PG1000 ('g2') from storage.
2022-05-27 17:14:27,524 | itj_planning | INFO |                    26  TrajPts.
2022-05-27 17:14:27,525 | itj_planning | INFO | # 604  A129_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b11')
2022-05-27 17:14:27,525 | itj_planning | INFO |                    112 TrajPts.
2022-05-27 17:14:27,525 | itj_planning | INFO | # 606  A129_M2  L  Linear Advance to Storage Frame of Beam ('b11')
2022-05-27 17:14:27,525 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,525 | itj_planning | INFO | # 609  A129_M5  L  Linear Retract after picking up Beam ('b11')
2022-05-27 17:14:27,525 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,525 | itj_planning | INFO | # 610  A130_M0  L  Linear Move to lift up Beam ('b11')
2022-05-27 17:14:27,526 | itj_planning | INFO |                    2   TrajPts.
2022-05-27 17:14:27,526 | itj_planning | INFO | # 611  A130_M1  L  Linear Move to intermediate position before reorienting Beam ('b11')
2022-05-27 17:14:27,526 | itj_planning | INFO |                    70  TrajPts.
2022-05-27 17:14:27,526 | itj_planning | INFO | # 612  A130_M2  L  Final Move to reorient Beam ('b11')
2022-05-27 17:14:27,526 | itj_planning | INFO |                    28  TrajPts.
2022-05-27 17:14:27,526 | itj_planning | INFO | # 616  A134_M0  F  Free Move to bring Beam ('b11') to assemble_approach position on structure.
2022-05-27 17:14:27,526 | itj_planning | INFO |                    172 TrajPts.
2022-05-27 17:14:27,527 | itj_planning | INFO | # 617  A134_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-05-27 17:14:27,527 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,527 | itj_planning | INFO | # 618  A134_M2  L  Robot and Screwdrivers (['s1', 's2', 's3']) syncronously move to screw Beam ('b11')
2022-05-27 17:14:27,527 | itj_planning | INFO |                    53  TrajPts.
2022-05-27 17:14:27,527 | itj_planning | INFO | # 622  A135_M2  L  Linear retract of Gripper from Beam ('b11')
2022-05-27 17:14:27,527 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,527 | itj_planning | INFO | # 623  A136_M0  F  Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage.
2022-05-27 17:14:27,528 | itj_planning | INFO |                    48  TrajPts.
2022-05-27 17:14:27,528 | itj_planning | INFO | # 624  A136_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to place tool in storage.
2022-05-27 17:14:27,528 | itj_planning | INFO |                    26  TrajPts.
2022-05-27 17:14:27,528 | itj_planning | INFO | # 626  A136_M3  L  Linear Retract from storage after placing PG1000 ('g2') in storage
2022-05-27 17:14:27,528 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,528 | itj_planning | INFO | # 627  A137_M0  F  Free Move to reach SL1 ('s3') on Beam ('b11') 
2022-05-27 17:14:27,528 | itj_planning | INFO |                    60  TrajPts.
2022-05-27 17:14:27,528 | itj_planning | INFO | # 629  A137_M2  L  Linear Advance to dock toolchanger of SL1 ('s3').
2022-05-27 17:14:27,529 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,529 | itj_planning | INFO | # 633  A138_M2  L  Robot and Screwdriver (s3) syncronously move to retract from Joint ('b5-b11')
2022-05-27 17:14:27,529 | itj_planning | INFO |                    53  TrajPts.
2022-05-27 17:14:27,529 | itj_planning | INFO | # 634  A138_M3  L  Linear retract after picking up Screwdriver ('s3')
2022-05-27 17:14:27,529 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,529 | itj_planning | INFO | # 636  A139_M0  F  Free Move to reach Storage Approach Frame of SL1 ('s3'), to place tool in storage.
2022-05-27 17:14:27,529 | itj_planning | INFO |                    34  TrajPts.
2022-05-27 17:14:27,530 | itj_planning | INFO | # 637  A139_M1  L  Linear Advance 1 to approach Storage Frame of SL1 ('s3'). (Faster)
2022-05-27 17:14:27,530 | itj_planning | INFO |                    29  TrajPts.
2022-05-27 17:14:27,530 | itj_planning | INFO | # 638  A139_M2  L  Linear Advance 2 to Storage Frame of SL1 ('s3').
2022-05-27 17:14:27,530 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,530 | itj_planning | INFO | # 640  A139_M4  L  Linear Retract after placing SL1 ('s3') in storage
2022-05-27 17:14:27,530 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,530 | itj_planning | INFO | # 641  A140_M0  F  Free Move to reach SL1 ('s2') on Beam ('b11') 
2022-05-27 17:14:27,530 | itj_planning | INFO |                    119 TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 643  A140_M2  L  Linear Advance to dock toolchanger of SL1 ('s2').
2022-05-27 17:14:27,531 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 647  A141_M2  L  Robot and Screwdriver (s2) syncronously move to retract from Joint ('b4-b11')
2022-05-27 17:14:27,531 | itj_planning | INFO |                    53  TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 648  A141_M3  L  Linear retract after picking up Screwdriver ('s2')
2022-05-27 17:14:27,531 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 650  A142_M0  F  Free Move to reach Storage Approach Frame of SL1 ('s2'), to place tool in storage.
2022-05-27 17:14:27,531 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 651  A142_M1  L  Linear Advance 1 to approach Storage Frame of SL1 ('s2'). (Faster)
2022-05-27 17:14:27,531 | itj_planning | INFO |                    29  TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 652  A142_M2  L  Linear Advance 2 to Storage Frame of SL1 ('s2').
2022-05-27 17:14:27,531 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 654  A142_M4  L  Linear Retract after placing SL1 ('s2') in storage
2022-05-27 17:14:27,531 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,531 | itj_planning | INFO | # 655  A143_M0  F  Free Move to reach SL1 ('s1') on Beam ('b11') 
2022-05-27 17:14:27,532 | itj_planning | INFO |                    34  TrajPts.
2022-05-27 17:14:27,532 | itj_planning | INFO | # 657  A143_M2  L  Linear Advance to dock toolchanger of SL1 ('s1').
2022-05-27 17:14:27,532 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,532 | itj_planning | INFO | # 661  A144_M2  L  Robot and Screwdriver (s1) syncronously move to retract from Joint ('b10-b11')
2022-05-27 17:14:27,532 | itj_planning | INFO |                    53  TrajPts.
2022-05-27 17:14:27,532 | itj_planning | INFO | # 662  A144_M3  L  Linear retract after picking up Screwdriver ('s1')
2022-05-27 17:14:27,532 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,533 | itj_planning | INFO | # 664  A145_M0  F  Free Move to reach Storage Approach Frame of SL1 ('s1'), to place tool in storage.
2022-05-27 17:14:27,533 | itj_planning | INFO |                    32  TrajPts.
2022-05-27 17:14:27,533 | itj_planning | INFO | # 665  A145_M1  L  Linear Advance 1 to approach Storage Frame of SL1 ('s1'). (Faster)
2022-05-27 17:14:27,533 | itj_planning | INFO |                    29  TrajPts.
2022-05-27 17:14:27,533 | itj_planning | INFO | # 666  A145_M2  L  Linear Advance 2 to Storage Frame of SL1 ('s1').
2022-05-27 17:14:27,533 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,533 | itj_planning | INFO | # 668  A145_M4  L  Linear Retract after placing SL1 ('s1') in storage
2022-05-27 17:14:27,534 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,534 | itj_planning | INFO | # 670  A147_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-05-27 17:14:27,534 | itj_planning | INFO |                    174 TrajPts.
2022-05-27 17:14:27,534 | itj_planning | INFO | # 672  A147_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-05-27 17:14:27,534 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,534 | itj_planning | INFO | # 676  A147_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,534 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,535 | itj_planning | INFO | # 677  A147_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-05-27 17:14:27,535 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,535 | itj_planning | INFO | # 679  A148_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-05-27 17:14:27,535 | itj_planning | INFO |                    342 TrajPts.
2022-05-27 17:14:27,535 | itj_planning | INFO | # 681  A148_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,535 | itj_planning | INFO |                    13  TrajPts.
2022-05-27 17:14:27,535 | itj_planning | INFO | # 682  A148_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-05-27 17:14:27,535 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,536 | itj_planning | INFO | # 685  A148_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-05-27 17:14:27,536 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,536 | itj_planning | INFO | # 687  A149_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-05-27 17:14:27,536 | itj_planning | INFO |                    305 TrajPts.
2022-05-27 17:14:27,536 | itj_planning | INFO | # 689  A149_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-05-27 17:14:27,536 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,536 | itj_planning | INFO | # 693  A149_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,536 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,537 | itj_planning | INFO | # 694  A149_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-05-27 17:14:27,537 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,537 | itj_planning | INFO | # 696  A150_M0  F  Free Move to reach Storage Approach Frame of CL3 ('c1'), to place tool in storage.
2022-05-27 17:14:27,537 | itj_planning | INFO |                    NO TRAJECTORY PLANNED
2022-05-27 17:14:27,537 | itj_planning | INFO | # 697  A150_M1  L  Linear Advance 1 to approach Storage Frame of CL3 ('c1'). (Faster)
2022-05-27 17:14:27,537 | itj_planning | INFO |                    22  TrajPts.
2022-05-27 17:14:27,537 | itj_planning | INFO | # 698  A150_M2  L  Linear Advance 2 to Storage Frame of CL3 ('c1').
2022-05-27 17:14:27,538 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,538 | itj_planning | INFO | # 701  A150_M5  L  Linear Retract after placing CL3 ('c1') in storage
2022-05-27 17:14:27,538 | itj_planning | INFO |                    6   TrajPts.
2022-05-27 17:14:27,538 | itj_planning | INFO | # 702  A151_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-05-27 17:14:27,538 | itj_planning | INFO |                    44  TrajPts.
2022-05-27 17:14:27,538 | itj_planning | INFO | # 704  A151_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-05-27 17:14:27,538 | itj_planning | INFO |                    8   TrajPts.
2022-05-27 17:14:27,538 | itj_planning | INFO | # 708  A151_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,539 | itj_planning | INFO |                    3   TrajPts.
2022-05-27 17:14:27,539 | itj_planning | INFO | # 709  A151_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-05-27 17:14:27,539 | itj_planning | INFO |                    11  TrajPts.
2022-05-27 17:14:27,539 | itj_planning | INFO | # 711  A152_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-05-27 17:14:27,539 | itj_planning | INFO |                    204 TrajPts.
2022-05-27 17:14:27,539 | itj_planning | INFO | # 713  A152_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,539 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,540 | itj_planning | INFO | # 714  A152_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-05-27 17:14:27,540 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,540 | itj_planning | INFO | # 717  A152_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-05-27 17:14:27,540 | itj_planning | INFO |                    7   TrajPts.
2022-05-27 17:14:27,540 | itj_planning | INFO | # 719  A153_M0  F  Free Move reach Storage Approach Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,540 | itj_planning | INFO |                    230 TrajPts.
2022-05-27 17:14:27,540 | itj_planning | INFO | # 720  A153_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to get tool.
2022-05-27 17:14:27,541 | itj_planning | INFO |                    5   TrajPts.
2022-05-27 17:14:27,541 | itj_planning | INFO | # 722  A153_M3  L  Linear Retract after getting PG1000 ('g2') from storage.
2022-05-27 17:14:27,541 | itj_planning | INFO |                    26  TrajPts.
2022-05-27 17:14:27,541 | itj_planning | INFO | # 723  A154_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b14')
2022-05-27 17:14:27,541 | itj_planning | INFO |                    96  TrajPts.
2022-05-27 17:14:27,541 | itj_planning | INFO | # 725  A154_M2  L  Linear Advance to Storage Frame of Beam ('b14')
2022-05-27 17:14:27,541 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,542 | itj_planning | INFO | # 728  A154_M5  L  Linear Retract after picking up Beam ('b14')
2022-05-27 17:14:27,542 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,542 | itj_planning | INFO | # 729  A155_M0  F  Free Move to bring Beam ('b14') to approach clamps on structure.
2022-05-27 17:14:27,543 | itj_planning | INFO |                    NO TRAJECTORY PLANNED
2022-05-27 17:14:27,543 | itj_planning | INFO | # 730  A155_M1  L  Linear Advance to bring Beam ('b14') into clamp jaws
2022-05-27 17:14:27,543 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,543 | itj_planning | INFO | # 732  A155_M3  L  Robot and Clamps (['c4', 'c3']) syncronously move to clamp Beam ('b14')
2022-05-27 17:14:27,543 | itj_planning | INFO |                    25  TrajPts.
2022-05-27 17:14:27,543 | itj_planning | INFO | # 735  A156_M2  L  Linear retract of Gripper from Beam ('b14')
2022-05-27 17:14:27,543 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,543 | itj_planning | INFO | # 737  A158_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b15')
2022-05-27 17:14:27,544 | itj_planning | INFO |                    NO TRAJECTORY PLANNED
2022-05-27 17:14:27,544 | itj_planning | INFO | # 739  A158_M2  L  Linear Advance to Storage Frame of Beam ('b15')
2022-05-27 17:14:27,544 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,544 | itj_planning | INFO | # 742  A158_M5  L  Linear Retract after picking up Beam ('b15')
2022-05-27 17:14:27,544 | itj_planning | INFO |                    19  TrajPts.
2022-05-27 17:14:27,545 | itj_planning | INFO | # 743  A159_M0  L  Linear Move to lift up Beam ('b15')
2022-05-27 17:14:27,545 | itj_planning | INFO |                    2   TrajPts.
2022-05-27 17:14:27,545 | itj_planning | INFO | # 744  A159_M1  L  Linear Move to intermediate position before reorienting Beam ('b15')
2022-05-27 17:14:27,545 | itj_planning | INFO |                    70  TrajPts.
2022-05-27 17:14:27,545 | itj_planning | INFO | # 745  A159_M2  L  Final Move to reorient Beam ('b15')
2022-05-27 17:14:27,545 | itj_planning | INFO |                    27  TrajPts.
2022-05-27 17:14:27,546 | itj_planning | INFO | # 749  A163_M0  F  Free Move to bring Beam ('b15') to assemble_approach position on structure.
2022-05-27 17:14:27,546 | itj_planning | INFO |                    NO TRAJECTORY PLANNED
2022-05-27 17:14:27,546 | itj_planning | INFO | # 750  A163_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-05-27 17:14:27,546 | itj_planning | INFO |                    4   TrajPts.
2022-05-27 17:14:27,546 | itj_planning | INFO | # 751  A163_M2  L  Robot and Screwdrivers (['s2', 's1', 's3']) syncronously move to screw Beam ('b15')
2022-05-27 17:14:27,547 | itj_planning | INFO |                    53  TrajPts.
2022-05-27 17:14:27,547 | itj_planning | INFO | # 755  A164_M2  L  Linear retract of Gripper from Beam ('b15')
2022-05-27 17:14:27,547 | itj_planning | INFO |                    12  TrajPts.
2022-05-27 17:14:27,547 | itj_planning | INFO | # 756  A165_M0  F  Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage.
2022-05-27 17:14:27,547 | itj_planning | INFO |                    263 TrajPts.
2022-05-27 17:14:27,547 | itj_planning | INFO | # 757  A165_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to place tool in storage.
