2022-02-02 00:39:18,401 | itj_planning | INFO | planning.run.py started with args: Namespace(buffers_for_free_motions=False, debug=False, design_dir='210419_HyparHut', diagnosis=False, draw_mp_exploration=False, load_external_movements=True, low_res=False, movement_id=None, mp_algorithm='birrt', problem='Shelter_process.json', problem_subdir='.', quiet=False, reachable_range=[0.2, 2.4], reinit_tool=True, rrt_iterations=400, seq_n=None, smooth=True, solve_mode='nonlinear', solve_timeout=3600.0, step_sim=False, viewer=False, watch=False, write=True)
2022-02-02 04:59:46,490 | itj_planning | INFO | ##########
2022-02-02 04:59:46,490 | itj_planning | INFO | Beam b25 | nonlinear | Trail #24 | time 3199.74
2022-02-02 04:59:55,550 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A339_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:00:02,821 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:02:27,750 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A346_M0, Free Move to bring Beam ('b25') to assemble_approach position on structure., traj 0).
2022-02-02 05:02:27,750 | itj_planning | INFO | No plan found for A346_M0 after 1 attempts. RoboticFreeMovement(#A346_M0, Free Move to bring Beam ('b25') to assemble_approach position on structure., traj 0)
2022-02-02 05:02:27,750 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=25) beam b25!
2022-02-02 05:02:27,750 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:02:29,268 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:02:32,282 | itj_planning | INFO | ##########
2022-02-02 05:02:32,282 | itj_planning | INFO | Beam b25 | nonlinear | Trail #25 | time 3365.53
2022-02-02 05:02:43,034 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A339_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:02:51,765 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:04:32,100 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0).
2022-02-02 05:04:32,100 | itj_planning | INFO | No plan found for A343_M1 after 1 attempts. RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0)
2022-02-02 05:04:32,100 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=25) beam b25!
2022-02-02 05:04:32,100 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:04:33,592 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:04:36,709 | itj_planning | INFO | ##########
2022-02-02 05:04:36,709 | itj_planning | INFO | Beam b25 | nonlinear | Trail #26 | time 3489.95
2022-02-02 05:04:45,680 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A339_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:04:51,776 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:06:29,701 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0).
2022-02-02 05:06:29,701 | itj_planning | INFO | No plan found for A343_M1 after 1 attempts. RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0)
2022-02-02 05:06:29,701 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=25) beam b25!
2022-02-02 05:06:29,701 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:06:31,211 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:06:34,268 | itj_planning | INFO | ##########
2022-02-02 05:06:34,268 | itj_planning | INFO | Beam b25 | nonlinear | Trail #27 | time 3607.51
2022-02-02 05:06:38,696 | itj_planning | ERROR | No linear movement found for RoboticLinearMovement(#A346_M1, Linear Advance to bring Screwdriver tips to touch the predrilled hole., traj 0).
2022-02-02 05:06:38,698 | itj_planning | INFO | No plan found for A346_M1 after 1 attempts. RoboticLinearMovement(#A346_M1, Linear Advance to bring Screwdriver tips to touch the predrilled hole., traj 0)
2022-02-02 05:06:38,698 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 2 for (seq_n=25) beam b25!
2022-02-02 05:06:38,698 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:06:40,187 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:06:43,197 | itj_planning | INFO | ##########
2022-02-02 05:06:43,197 | itj_planning | INFO | Beam b25 | nonlinear | Trail #28 | time 3616.44
2022-02-02 05:06:48,258 | itj_planning | ERROR | No linear movement found for RoboticLinearMovement(#A346_M1, Linear Advance to bring Screwdriver tips to touch the predrilled hole., traj 0).
2022-02-02 05:06:48,260 | itj_planning | INFO | No plan found for A346_M1 after 1 attempts. RoboticLinearMovement(#A346_M1, Linear Advance to bring Screwdriver tips to touch the predrilled hole., traj 0)
2022-02-02 05:06:48,261 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 2 for (seq_n=25) beam b25!
2022-02-02 05:06:48,261 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:06:49,673 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:06:52,745 | itj_planning | INFO | ##########
2022-02-02 05:06:52,745 | itj_planning | INFO | Beam b25 | nonlinear | Trail #29 | time 3625.99
2022-02-02 05:07:03,292 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A339_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:07:11,317 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:09:22,645 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0).
2022-02-02 05:09:22,645 | itj_planning | INFO | No plan found for A343_M1 after 1 attempts. RoboticFreeMovement(#A343_M1, Free Move to reorient Beam ('b25'), traj 0)
2022-02-02 05:09:22,645 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=25) beam b25!
2022-02-02 05:09:22,645 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:09:24,155 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:09:26,889 | itj_planning | ERROR | Planning (with restarts) for beam b25 failed, exceeding timeout 3733.7080340385437 after 30.
2022-02-02 05:09:26,891 | itj_planning | INFO | --------------------
2022-02-02 05:09:26,891 | itj_planning | INFO | ##########
2022-02-02 05:09:26,891 | itj_planning | INFO | Beam b26 | nonlinear | Trail #0 | time 0.00
2022-02-02 05:09:44,540 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:11:29,362 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0).
2022-02-02 05:11:29,362 | itj_planning | INFO | No plan found for A359_M1 after 1 attempts. RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0)
2022-02-02 05:11:29,362 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:11:29,362 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:11:30,795 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:11:33,692 | itj_planning | INFO | ##########
2022-02-02 05:11:33,692 | itj_planning | INFO | Beam b26 | nonlinear | Trail #1 | time 126.80
2022-02-02 05:11:45,107 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:11:51,379 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:13:34,239 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0).
2022-02-02 05:13:34,239 | itj_planning | INFO | No plan found for A359_M1 after 1 attempts. RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0)
2022-02-02 05:13:34,255 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:13:34,255 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:13:35,873 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:13:38,638 | itj_planning | INFO | ##########
2022-02-02 05:13:38,654 | itj_planning | INFO | Beam b26 | nonlinear | Trail #2 | time 251.76
2022-02-02 05:13:49,525 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:13:54,898 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:15:38,983 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:15:38,983 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:15:38,983 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:15:38,983 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:15:40,736 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:15:43,479 | itj_planning | INFO | ##########
2022-02-02 05:15:43,479 | itj_planning | INFO | Beam b26 | nonlinear | Trail #3 | time 376.59
2022-02-02 05:15:50,297 | itj_planning | ERROR | No linear movement found for RoboticLinearMovement(#A369_M2, Linear retract after picking up Screwdriver ('s1'), traj 0).
2022-02-02 05:15:50,297 | itj_planning | INFO | No plan found for A369_M2 after 1 attempts. RoboticLinearMovement(#A369_M2, Linear retract after picking up Screwdriver ('s1'), traj 0)
2022-02-02 05:15:50,297 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 2 for (seq_n=26) beam b26!
2022-02-02 05:15:50,297 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:15:51,832 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:15:54,856 | itj_planning | INFO | ##########
2022-02-02 05:15:54,864 | itj_planning | INFO | Beam b26 | nonlinear | Trail #4 | time 387.97
2022-02-02 05:16:03,418 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:16:13,934 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:18:10,699 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:18:10,699 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:18:10,699 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:18:10,699 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:18:12,331 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:18:15,136 | itj_planning | INFO | ##########
2022-02-02 05:18:15,136 | itj_planning | INFO | Beam b26 | nonlinear | Trail #5 | time 528.24
2022-02-02 05:18:24,379 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:18:45,968 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:20:39,202 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:20:39,218 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:20:39,218 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:20:39,218 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:20:40,918 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:20:43,740 | itj_planning | INFO | ##########
2022-02-02 05:20:43,740 | itj_planning | INFO | Beam b26 | nonlinear | Trail #6 | time 676.85
2022-02-02 05:20:53,552 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:21:00,337 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:24:52,095 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:24:52,095 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:24:52,095 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:24:52,095 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:24:53,816 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:24:56,627 | itj_planning | INFO | ##########
2022-02-02 05:24:56,627 | itj_planning | INFO | Beam b26 | nonlinear | Trail #7 | time 929.74
2022-02-02 05:25:06,921 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:25:13,943 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:27:58,892 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:27:58,892 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:27:58,892 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:27:58,892 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:28:00,412 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:28:03,292 | itj_planning | INFO | ##########
2022-02-02 05:28:03,292 | itj_planning | INFO | Beam b26 | nonlinear | Trail #8 | time 1116.40
2022-02-02 05:28:11,927 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:28:21,167 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:30:10,251 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0).
2022-02-02 05:30:10,251 | itj_planning | INFO | No plan found for A359_M1 after 1 attempts. RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0)
2022-02-02 05:30:10,251 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:30:10,251 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:30:11,878 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:30:14,617 | itj_planning | INFO | ##########
2022-02-02 05:30:14,617 | itj_planning | INFO | Beam b26 | nonlinear | Trail #9 | time 1247.73
2022-02-02 05:30:27,442 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:30:36,766 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:32:13,088 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0).
2022-02-02 05:32:13,088 | itj_planning | INFO | No plan found for A359_M1 after 1 attempts. RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0)
2022-02-02 05:32:13,088 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:32:13,088 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:32:14,544 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:32:17,244 | itj_planning | INFO | ##########
2022-02-02 05:32:17,260 | itj_planning | INFO | Beam b26 | nonlinear | Trail #10 | time 1370.37
2022-02-02 05:32:25,967 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:32:34,212 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:34:07,831 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:34:07,831 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:34:07,831 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:34:07,831 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:34:09,402 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:34:12,159 | itj_planning | INFO | ##########
2022-02-02 05:34:12,159 | itj_planning | INFO | Beam b26 | nonlinear | Trail #11 | time 1485.27
2022-02-02 05:34:21,122 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:34:32,877 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:36:34,081 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0).
2022-02-02 05:36:34,081 | itj_planning | INFO | No plan found for A359_M1 after 1 attempts. RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0)
2022-02-02 05:36:34,081 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:36:34,081 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:36:35,632 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:36:38,362 | itj_planning | INFO | ##########
2022-02-02 05:36:38,362 | itj_planning | INFO | Beam b26 | nonlinear | Trail #12 | time 1631.47
2022-02-02 05:36:47,935 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:36:56,442 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:39:07,428 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:39:07,444 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:39:07,444 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:39:07,444 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:39:09,136 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:39:12,206 | itj_planning | INFO | ##########
2022-02-02 05:39:12,206 | itj_planning | INFO | Beam b26 | nonlinear | Trail #13 | time 1785.31
2022-02-02 05:39:22,901 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:39:43,152 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:41:47,231 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:41:47,231 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:41:47,231 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:41:47,231 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:41:48,891 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:41:51,922 | itj_planning | INFO | ##########
2022-02-02 05:41:51,922 | itj_planning | INFO | Beam b26 | nonlinear | Trail #14 | time 1945.03
2022-02-02 05:42:02,804 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:42:11,818 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A359_M1, Free Move to reorient Beam ('b26'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 05:44:50,140 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0).
2022-02-02 05:44:50,140 | itj_planning | INFO | No plan found for A362_M0 after 1 attempts. RoboticFreeMovement(#A362_M0, Free Move to bring Beam ('b26') to assemble_approach position on structure., traj 0)
2022-02-02 05:44:50,140 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=26) beam b26!
2022-02-02 05:44:50,140 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 05:44:51,621 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 05:44:54,588 | itj_planning | INFO | ##########
2022-02-02 05:44:54,588 | itj_planning | INFO | Beam b26 | nonlinear | Trail #15 | time 2127.70
2022-02-02 05:45:03,204 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A355_M0, Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool., traj 0), we will sample an IK conf based on the given t0cp frame.
